Genes,Diseases,Word2vec,BERT,BioBERT,BioSentVec,Word2vec.Humans,BERT.Humans
NAT1,Drug toxicity,0.1438654512,0.8479133187,0.8626442411,0.1714279354,,0.88927126
NAT1,Neoplasms,0.1151989102,0.9123987411,0.8210207111,0.1446183473,-0.02219201252,0.90035963
NAT1,Prostatic Neoplasms,0.2848110199,0.9123142933,0.8048700923,0.193818599,,0.86313456
NAT1,Benign Neoplasm,0.1612918377,0.9188897428,0.7877383542,0.09106930345,,0.85260874
NAT2,Coronary Arteriosclerosis,0.0664973557,0.8946362007,0.7560319068,-0.01737885177,,0.85635257
NAT2,Diastematomyelia,0.1233099699,0.9048552187,0.8105493766,0.06227153912,0.002598075196,0.9002389
NAT2,Drug Allergy,0.1410749704,0.8892454415,0.7840336123,0.1727875769,,0.8773926
NAT2,Drug toxicity,0.2338877618,0.8409859042,0.8474735899,0.1937302649,,0.8899344
NAT2,Leukopenia,0.1183988526,0.9243665666,0.8083134528,0.1416116059,0.1803281307,0.8960965
NAT2,Liver neoplasms,0.2232667506,0.8894751563,0.7927167164,0.1563868076,,0.8884174
NAT2,Neural Tube Defects,0.2473436147,0.8640092576,0.8153000896,0.125663653,,0.8824347
NAT2,Neurenteric Cyst,0.1958717108,0.9124584155,0.8093939909,0.03786958382,,0.892334
NAT2,Prostatic Neoplasms,0.1897192299,0.9084261428,0.788521867,0.138834253,,0.8638445
NAT2,Tethered Cord Syndrome,0.1794605702,0.9055161634,0.8125348187,0.05626830459,,0.9206066
NAT2,Iniencephaly,0.1213857532,0.8936982702,0.8369458791,0.05714089423,0.08778759837,0.9002239
NAT2,Craniorachischisis,0.1757479012,0.9047956875,0.7904908012,0.1152824536,0.08373393863,0.87500244
NAT2,Exencephaly,0.24604702,0.8450965354,0.8383580461,0.1266478896,0.379116416,0.84805757
NAT2,Malignant mesothelioma,0.08984516561,0.9026928262,0.7774175753,0.09479662031,,0.8563758
NAT2,Breast Carcinoma,0.1961240172,0.8635541218,0.7933510158,0.07297804207,,0.879908
NAT2,Acrania,0.07634628564,0.9270382521,0.861208268,0.116157122,,0.91295576
NAT2,Mammary Neoplasms,0.1726350486,0.9153382665,0.7923985359,0.09856785834,,0.88051975
NAT2,Coronary Artery Disease,0.1434125304,0.8833994748,0.7736148331,0.05849121884,,0.855716
NAT2,Liver carcinoma,0.2102670074,0.8680667707,0.8106597929,0.1169248596,,0.8728641
SERPINA3,Lipoidosis,0.1628380567,0.8726063504,0.8481030273,0.1399465948,,0.8737287
SERPINA3,Prostatic Neoplasms,0.4310696721,0.9271012603,0.8049462785,0.1275933087,,0.87200737
AANAT,Mental Depression,0.2510372996,0.8545358154,0.8635209208,0.1343432665,,0.8812672
AANAT,Depressive disorder,0.2487771064,0.9094043582,0.8156981366,0.1904777437,,0.88573354
ABAT,Autistic Disorder,0.4368247688,0.8863542241,0.8350546575,0.1496765614,,0.90580237
ABAT,Gastroesophageal reflux disease,0.112074092,0.8331642979,0.7301265573,0.02631713077,,0.83865476
ABAT,Lethargy,0.173187986,0.9149536839,0.9109676669,0.05673383549,0.2849035263,0.87283015
ABAT,Muscle hypotonia,0.4069885314,0.8886826314,0.813119872,0.136657998,,0.86772656
ABAT,Psychomotor Disorders,0.4156425595,0.869840292,0.7924249588,0.1133242026,,0.8548094
ABAT,Seizures,0.1786195934,0.8816378805,0.8802355996,0.1114048958,0.1258632392,0.9062828
ABAT,Complex partial seizures,0.2665753961,0.8717054658,0.8062242933,0.09781023115,,0.9117636
ABAT,Hyporeflexia,0.4693521559,0.8922315555,0.8256322895,0.1030755788,0.5249542594,0.8800575
ABAT,Hyperreflexia,0.2854113877,0.8913956314,0.8338429242,0.009243834764,0.4432747364,0.88069284
ABAT,Generalized seizures,0.25617823,0.8853047447,0.8381407734,0.1012952104,,0.90151936
ABAT,Clonic Seizures,0.3034804761,0.885912111,0.8069022821,0.1013017297,,0.89921963
ABAT,Tonic Seizures,0.368316561,0.8869982633,0.8228088963,0.09981633723,,0.8807433
ABAT,Motor retardation,0.4011452496,0.8833827827,0.8142045305,0.09402652085,,0.8716804
ABAT,Developmental delay (disorder),0.2726894915,0.8761388952,0.8324639751,0.1769037992,,0.89289546
ABAT,Global developmental delay,0.386947751,0.8760541904,0.8495906159,0.1774766147,,0.8964963
ABAT,Single Seizure,0.3802680969,0.8916836818,0.8872689556,0.09360394627,,0.85373443
ABAT,Convulsive Seizures,0.3957310319,0.8799849238,0.8158098252,0.09215999395,,0.88461876
ABAT,Neonatal Hypotonia,0.5189620256,0.8681531073,0.8256727232,0.1562607586,,0.8806988
ABAT,Nonepileptic Seizures,0.417560935,0.8734274748,0.7873420429,0.08806231618,,0.81876814
ABAT,Convulsions,0.1771551222,0.8903256862,0.8124288138,0.0948382169,0.2006933093,0.8903667
ABAT,Absence Seizures,0.3359832466,0.8658626668,0.8428571898,0.1490699053,,0.87320393
ABAT,Epileptic Seizures,0.2260233462,0.8831911797,0.7931223013,0.1036655009,,0.8895143
ABAT,Myoclonic Seizures,0.2825949788,0.8703923558,0.7810304226,0.1706297398,,0.8481157
ABAT,Generalized Absence Seizures,0.4453267455,0.8640648254,0.8315639453,0.1622959226,,0.89266
ABCA1,Atherosclerosis,0.4642923176,0.9022779258,0.7928054941,0.3159277141,0.3932979405,0.90576625
ABCA1,Colorectal Carcinoma,0.1338608563,0.9026516539,0.8225565633,0.09866376966,,0.8278897
ABCA1,Colorectal Neoplasms,0.09428375959,0.911544886,0.81568769,0.09806278348,,0.8459563
ABCA1,Hypercholesterolemia,0.437982887,0.8989684105,0.7889650536,0.2715047598,0.3110358119,0.87251747
ABCA1,Schizophrenia,0.119132027,0.9143428401,0.8462612572,0.1224969849,0.1161631718,0.91592944
ABCA1,Tangier Disease,0.4942784905,0.9053015155,0.8747746096,0.429427743,,0.91435826
ABCA1,Atherogenesis,0.5397018194,0.9012454902,0.8137296363,0.28987059,0.4907210469,0.9098654
ABCA3,Colorectal Carcinoma,0.3948609233,0.9015500262,0.8122824406,0.07805591822,,0.8273101
ABCA3,Colorectal Neoplasms,0.3338700831,0.9112684546,0.8084283937,0.08525811881,,0.8462311
ABCA3,Hyaline Membrane Disease,0.4020019472,0.9185570334,0.8586523973,0.2913453281,,0.8839698
ABCA3,Pulmonary Hypertension,0.1979772598,0.8917387324,0.8156701496,0.2391274273,,0.881824
ABCA3,Pulmonary Fibrosis,0.3058730364,0.889186755,0.8391161305,0.3062091768,,0.87288785
ABCA3,Respiratory Distress Syndrome,0.3425051272,0.8530005576,0.816837561,0.365250051,,0.8662456
ABCA3,Idiopathic Pulmonary Fibrosis,0.3194594979,0.9014140974,0.8233304861,0.319532156,,0.9097061
ABCB7,Sideroblastic anemia,0.6457347274,0.894208949,0.8411066789,0.529717803,,0.88248324
ABCB7,Ataxia,0.2485770434,0.8801970214,0.8205881407,0.1881643981,0.2349753529,0.886968
ABCF1,Hypersensitivity,-0.0127161406,0.9104594743,0.7587012101,0.04893261939,0.07328598201,0.87630975
ABCF1,Pneumonia,-0.01120588928,0.6666900629,0.7593451097,0.1923219562,-0.1309340596,0.82946604
ABCF1,Lobar Pneumonia,0.2258109748,0.8542833707,0.8388062891,0.1393614858,,0.89630795
ABCF1,Disease Exacerbation,0.08585391939,0.8942866205,0.808688466,0.1780866086,,0.8608631
ABCF1,Allergic Reaction,0.002948280424,0.8245973516,0.8111275147,0.1445757151,,0.88135564
ABCF1,Pneumonitis,-0.01591859944,0.902389344,0.8154715209,0.09713175148,0.02403840609,0.8858952
ABCA4,Colorectal Carcinoma,0.3294183612,0.8988214659,0.8118987649,0.1378046572,,0.82746184
ABCA4,Colorectal Neoplasms,0.2963190377,0.9081517888,0.8065193085,0.1324583441,,0.84501475
ABCA4,Retinitis Pigmentosa,0.6282491088,0.9049335191,0.8195773869,0.4542480111,,0.83811784
ABCA4,Age related macular degeneration,0.290335089,0.9001864133,0.752917898,0.3947733045,,0.8511173
ABCA4,Stargardt's disease,0.6628717184,0.8823569,0.796716059,0.6581609845,,0.8984571
ABCA4,Familial Exudative Vitreoretinopathy,0.539514482,0.9057905683,0.7974347736,0.3650762141,,0.88832045
ABL1,Adenocarcinoma,0.2372636497,0.8995963645,0.8186804554,0.08786936104,0.2277065217,0.8663629
ABL1,Arachnodactyly,0.1985178888,0.9057676026,0.8230006704,0.09750513732,0.2651748359,0.92436635
ABL1,Burkitt Lymphoma,0.3970524073,0.934275136,0.8426409984,0.2054118216,,0.9166036
ABL1,Esophageal Neoplasms,0.1055062041,0.8827638815,0.8115778119,0.1180989817,,0.88542086
ABL1,Congenital Heart Defects,0.1240600571,0.8913374961,0.7930068034,0.1188918054,,0.8849298
ABL1,Liver neoplasms,0.1282040179,0.8950996778,0.8129650932,0.1022769809,,0.89274156
ABL1,melanoma,0.292627424,0.8919352914,0.8587435013,0.1121069491,0.2612752914,0.88484716
ABL1,Precancerous Conditions,0.1740275323,0.8999018806,0.8192543734,0.08392236382,,0.86911
ABL1,Syndactyly,0.1761150211,0.9259535875,0.8094097367,0.07508689165,0.2597824633,0.923541
ABL1,Carcinogenesis,0.1708753705,0.8674644096,0.8046673112,0.09942501038,0.3300905228,0.887825
ABL1,Breast Carcinoma,0.3564273119,0.8594519069,0.823208199,0.07176529616,,0.88611925
ABL1,Mammary Neoplasms,0.163638711,0.8971092564,0.8175177173,0.05701719597,,0.89103466
ABL1,Clinodactyly,0.1643510759,0.9176689624,0.8268906435,0.1238475293,0.2519970834,0.9028335
AOC1,Cardiomegaly,0.1718126088,0.9158269374,0.8374957714,0.1342115849,,0.9084009
AOC1,Hypertensive disease,0.2827064693,0.9141433201,0.8451287253,0.173333779,,0.8848882
AOC1,Cardiac Hypertrophy,0.1375954002,0.9046270841,0.8087818088,0.1528752297,,0.90144944
ABO,Coronary Arteriosclerosis,0.1046028584,0.8431477754,0.7660729748,0.06752613187,,0.8855991
ABO,Duodenal Ulcer,0.0623761341,0.8705284505,0.7910642652,0.110033907,,0.85471666
ABO,Pancreatic Neoplasm,0.07261087,0.8483277754,0.7859566586,0.1329770982,,0.84495246
ABO,Prostatic Neoplasms,0.1002428085,0.8553660869,0.7852729233,0.05051720887,,0.8644674
ABO,Cerebrovascular accident,0.09917335212,0.8704715216,0.7429368299,0.04763681814,,0.88678175
ABO,Alcohol abuse,0.1302376688,0.8391594272,0.8716255974,0.04997585341,,0.89892286
ABO,Mood Disorders,0.05058469623,0.8615455967,0.8470749298,0.02809474431,,0.888482
ABO,Coronary Artery Disease,0.187289238,0.8597655105,0.7959387882,0.07451094687,,0.9001984
ABO,Diverticular Bleeding,0.1411496103,0.8495559035,0.8242611228,0.05593717098,,0.87589836
ABR,Prostatic Neoplasms,-0.02482930385,0.8868310632,0.7952706525,0.05962043628,,0.87282866
ACACA,Colorectal Carcinoma,0.2239382863,0.8897442221,0.7956840884,0.1080250219,,0.8216096
ACACA,Heart failure,0.115253143,0.8357328334,0.8293170942,0.1450185031,,0.89594954
ACACA,Congestive heart failure,0.07513548434,0.8861437466,0.7655671323,0.09583884478,,0.87399787
ACACA,Left-Sided Heart Failure,0.2731515765,0.8621876496,0.765068488,0.1470475048,,0.8616952
ACACA,Myocardial Failure,0.3304781318,0.8979373686,0.7583019543,0.1073398441,,0.85685694
ACACA,Heart Decompensation,0.4421320558,0.8941610923,0.7935297692,0.06858284771,,0.90651625
ACACA,Liver carcinoma,0.4332965612,0.8825961873,0.8282893749,0.1424128562,,0.8654005
ACACB,Insulin Resistance,0.2732167244,0.8124110527,0.8300332829,0.244786486,,0.875882
ACACB,Obesity,0.1206896678,0.8502483945,0.8459699408,0.2205906063,,0.87016416
ACACB,Insulin Sensitivity,0.1852292418,0.8239144144,0.8190713523,0.2150312513,,0.8728364
ACACB,Pancreatic Ductal Adenocarcinoma,0.2221565545,0.9017376668,0.8044084872,0.1194463819,,0.8459981
ACADM,Obesity,0.2436321676,0.8546539828,0.7529858354,0.2225090861,-0.03730840236,0.87768525
ACADM,Rhabdomyolysis,0.1780178547,0.9349803511,0.7453625044,0.2233841419,-0.02061036602,0.88880044
ACADM,Sudden infant death syndrome,0.1749800742,0.8758114942,0.7325846469,0.2101259083,,0.8640975
ACADM,Weight Gain,0.08388724923,0.8382070471,0.7468499227,0.1469920129,,0.856185
ACADM,Liver Failure,0.4742704332,0.8233480417,0.7525424512,0.1827199012,,0.8547884
ACADM,Necrotizing Enterocolitis,0.1364729851,0.9143768211,0.7285315647,0.1418919861,,0.8703132
ACADS,Bipolar Disorder,0.1363780797,0.9278159179,0.7696919218,0.1816994846,,0.9246544
ACADS,Heart failure,0.1639391482,0.8511573693,0.8076591539,0.1469329745,,0.9034943
ACADS,Congestive heart failure,0.149533689,0.9072109991,0.7400646159,0.1086091325,,0.88192296
ACADS,Left-Sided Heart Failure,0.3447475433,0.8849687923,0.736057447,0.1584773958,,0.87546146
ACADS,Myocardial Failure,0.3397449553,0.9181877368,0.7430778699,0.1384835392,,0.86355805
ACADS,Heart Decompensation,0.4351388216,0.9141551761,0.7819052622,0.1329739988,,0.9108262
ACADSB,Autistic Disorder,0.1916247308,0.889212879,0.7872597482,0.2292913049,,0.8817995
ACADVL,Anoxemia,0.402292341,0.8989489952,0.7484190727,0.2590076327,0.3943463862,0.90513015
ACADVL,Anoxia,0.1337695122,0.9184989492,0.74674222,0.1509664357,0.1873318553,0.9065819
ACADVL,Hypoxia,0.1598616689,0.9221516054,0.7357853215,0.2280403674,0.1553026885,0.88075215
ACADVL,Metabolic myopathy,0.4340110421,0.879033966,0.7458630426,0.3240340352,,0.8692161
ACADVL,Hypoxemia,0.05053648353,0.9152553482,0.7316472062,0.1994744539,0.08375298977,0.8790245
ACAT1,Seizures,0.03373135626,0.8648749352,0.8439185555,0.1014760435,0.1030975729,0.90331393
ACAT1,Complex partial seizures,0.07153009623,0.8834676656,0.8066651445,0.1184580028,,0.9052901
ACAT1,Generalized seizures,0.1204262227,0.8893166812,0.8328739419,0.0968554914,,0.89769304
ACAT1,Clonic Seizures,0.3084529638,0.9115446199,0.8112476817,0.07687861472,,0.91053057
ACAT1,Tonic Seizures,0.2157818675,0.9124548292,0.8272429949,0.1204755008,,0.88985497
ACAT1,Single Seizure,0.1766016781,0.8637154731,0.8449375693,0.1118102744,,0.84735894
ACAT1,Convulsive Seizures,0.2649086714,0.9081423554,0.8153723798,0.07357852906,,0.889835
ACAT1,Nonepileptic Seizures,0.3269074261,0.9088204994,0.793867155,0.1064264476,,0.8209087
ACAT1,Convulsions,0.0910102427,0.9103848049,0.8095589545,0.06340801716,0.1209744662,0.88963836
ACAT1,Absence Seizures,0.2104432583,0.8765753922,0.8374983769,0.1695007533,,0.8723792
ACAT1,Epileptic Seizures,0.04920892045,0.9051960992,0.7997004175,0.131170243,,0.8984901
ACAT1,Myoclonic Seizures,0.12821576,0.9075253803,0.7962435763,0.1585295945,,0.86558044
ACAT1,Generalized Absence Seizures,0.3565661311,0.8829228354,0.8316197619,0.176008597,,0.89084256
ASIC2,Autistic Disorder,0.3318526745,0.9178988047,0.8557659663,0.1167656332,,0.9256298
ASIC2,Inflammation,0.02368164621,0.776561828,0.86534834,0.161053896,,0.9074682
ASIC1,Brain Ischemia,0.2128636986,0.9002443167,0.8290018787,0.1424508691,,0.8870149
ASIC1,Inflammation,-0.01889610291,0.7774487377,0.861294262,0.2059842795,0.09233612567,0.9094144
ASIC1,Cerebral Ischemia,0.1015224978,0.8928059149,0.8275324222,0.1404644996,,0.848507
ACHE,Alzheimer's Disease,0.2735698521,0.7684646065,0.7399185719,0.1611690521,,0.90218955
ACHE,Amyloidosis,0.1140095368,0.7235426015,0.76535532,0.1102404073,0.1820852011,0.86694556
ACHE,Anemia,-0.05478869006,0.8453177163,0.8703157047,0.1018152907,-0.03074206784,0.9152878
ACHE,Renal Cell Carcinoma,-0.07035341859,0.6861861024,0.7458786776,-0.01303470973,,0.80809027
ACHE,Presenile dementia,0.2301762402,0.6725812256,0.7408489599,0.1623919904,,0.78424406
ACHE,Drug toxicity,0.1131650135,0.8461374779,0.8678864789,0.09025418013,,0.8964753
ACHE,Growth Disorders,-0.07719036937,0.8385493713,0.8566206335,0.08711157739,,0.90208876
ACHE,Learning Disorders,0.1383657455,0.842600108,0.8536480049,0.1602534801,,0.92513657
ACHE,Memory Disorders,0.02965655923,0.8434720564,0.8346484841,0.1859371364,,0.92204547
ACHE,Movement Disorders,0.1433188915,0.8238785164,0.829227605,0.1342790276,,0.9053511
ACHE,Muscular Dystrophy,0.1120007709,0.707958405,0.6924261049,0.1051392704,,0.8432882
ACHE,Obesity,-0.08203296363,0.846231129,0.8703166862,0.04011292756,-0.157269448,0.89014137
ACHE,Prostatic Neoplasms,0.1428069025,0.6735190682,0.7256726495,0.06217353418,,0.83293676
ACHE,Schizophrenia,0.172226429,0.7799325072,0.8000096441,0.03976837918,0.1231025085,0.88056433
ACHE,Seizures,0.2120279223,0.8228775194,0.8663400125,0.04764601588,0.09509171546,0.91109055
ACHE,Tremor,0.1736135483,0.7622776693,0.8118512781,0.07651083171,0.1890386045,0.8692538
ACHE,Complex partial seizures,0.1381005943,0.7424747622,0.7555891012,0.0234778244,,0.9228128
ACHE,Memory impairment,0.1694564819,0.7441845455,0.7573669187,0.19848001,,0.87781936
ACHE,Fine Tremor,0.06540008634,0.725440517,0.7566913663,0.04209713638,,0.87407386
ACHE,Coarse Tremor,0.05619997531,0.7354563199,0.7783143314,0.07710935175,,0.87027085
ACHE,Action Tremor,0.1255282462,0.7265762186,0.7861289535,0.05891916901,,0.9091775
ACHE,Resting Tremor,0.1391579211,0.7279614275,0.7711292237,0.08962604403,,0.86315084
ACHE,Generalized seizures,0.2196086049,0.7675309724,0.7996596098,0.03736867756,,0.89738536
ACHE,Clonic Seizures,0.2490703464,0.7126343191,0.7544883249,0.06457217783,,0.8442523
ACHE,Amphetamine Abuse,-0.03975548223,0.7349147101,0.7990708385,0.07107947022,,0.8823155
ACHE,Tonic Seizures,0.1649683118,0.7413080195,0.7801575944,0.1177519709,,0.8651648
ACHE,Familial Alzheimer Disease (FAD),0.1489565521,0.6741840735,0.7301405626,0.1876347363,,0.8127421
ACHE,Organophosphorus Poisoning,0.1833110452,0.7313114603,0.7606928527,0.2924079299,,0.8371438
ACHE,Breast Carcinoma,-0.03370573372,0.7300221952,0.7620567232,0.004145138897,,0.87172276
ACHE,Organophosphate poisoning,0.3041967154,0.7359785368,0.7620459183,0.3750662208,,0.84032905
ACHE,Single Seizure,0.1479085386,0.8540761836,0.8662431663,0.09117879719,,0.872702
ACHE,Learning Disabilities,0.001439675689,0.8515018104,0.8630024706,0.138324827,,0.9220992
ACHE,Memory Loss,0.19795461,0.8521782823,0.8483146728,0.1654057056,,0.9224567
ACHE,Convulsive Seizures,0.2488287985,0.7045846442,0.7656628223,0.1056346521,,0.8742003
ACHE,Papillary Renal Cell Carcinoma,0.03328457102,0.6382210865,0.7152511375,-0.02425778657,,0.78848416
ACHE,Mammary Neoplasms,0.0277408734,0.6544376926,0.7237387113,-0.0188666936,,0.84369004
ACHE,Nonepileptic Seizures,0.0590422526,0.7136917336,0.7339727634,0.05223107338,,0.794457
ACHE,Convulsions,0.2305661291,0.7096506166,0.7690835172,0.1513885409,0.1200739145,0.88251185
ACHE,Absence Seizures,0.2698039412,0.7705045925,0.8004484885,0.03443748876,,0.8806261
ACHE,Epileptic Seizures,0.1237805337,0.7265054046,0.7392577464,0.07667020708,,0.8371684
ACHE,Myoclonic Seizures,0.1706863642,0.69167458,0.7233445751,0.06086913124,,0.8421185
ACHE,Generalized Absence Seizures,0.1755163074,0.7297725908,0.7808861744,0.05246933922,,0.88672817
ACLY,Heart failure,0.1611412764,0.852361135,0.837796178,0.1208846793,,0.89640546
ACLY,Congestive heart failure,0.09341682494,0.8971259668,0.7807821256,0.06354952604,,0.8821308
ACLY,Left-Sided Heart Failure,0.2773248851,0.8738791539,0.7807579817,0.1216438189,,0.8605608
ACLY,Obesity,0.09104894102,0.8847018115,0.8550929039,0.24377729,0.08673350513,0.8953689
ACLY,Myocardial Failure,0.234517917,0.9145091453,0.7753079201,0.1138922125,,0.8663069
ACLY,Heart Decompensation,0.3714465499,0.8955821136,0.8058493693,0.09470710903,,0.9101864
ACLY,Liver carcinoma,0.3982105851,0.8801217537,0.8316653332,0.2148502618,,0.8598591
ACO1,Osteoarthrosis Deformans,0.1277484149,0.8827214448,0.8070302457,0.05007674173,,0.8881848
ACO2,Liver carcinoma,0.3254234493,0.8878050323,0.8491325149,0.08562732488,,0.86727333
ACOX1,Alloxan Diabetes,0.4115780294,0.9196493556,0.8797830042,0.1172807291,,0.91972196
ACOX1,Streptozotocin Diabetes,0.3356654942,0.9420833152,0.8189081218,0.1951224059,,0.9220013
ACOX1,Liver carcinoma,0.3592829108,0.8912678005,0.853653898,0.2019156367,,0.86701316
ACP1,Schizophrenia,0.1575432867,0.9158076263,0.8520880508,0.09497833252,0.1266304851,0.9128776
ACP1,Unipolar Depression,0.2667489648,0.8980653939,0.8086165819,0.06807995588,,0.9009072
ACP1,Major Depressive Disorder,0.1525384784,0.8990933375,0.7969298059,0.05632245913,,0.85865676
ACP5,Obesity,0.07157488167,0.8499088869,0.8478524319,0.1243097782,-0.02736676484,0.86709297
ACP5,Autoinflammatory disorder,0.3927790523,0.9007843564,0.7793263414,0.2535255551,,0.8845886
ACTA1,Hypertrophic Cardiomyopathy,0.3578891754,0.8742063845,0.7983826579,0.3441670239,,0.8545135
ACTA1,Left Ventricular Hypertrophy,0.126883924,0.8826786216,0.7922623786,0.2248170525,,0.8471081
ACTA1,Centronuclear myopathy,0.5820736885,0.8963043777,0.8115352793,0.4898228347,,0.8451667
ACTA1,Congenital Fiber Type Disproportion,0.4379062057,0.8909912664,0.7999485824,0.4099045992,,0.88386816
ACTA2,Colonic Neoplasms,0.2691073418,0.8939209444,0.8128583839,0.07349476218,,0.8731008
ACTA2,Endometriosis,0.1771315336,0.9049077114,0.8471341498,0.1099682748,0.1830049157,0.90120345
ACTA2,Fetal Growth Retardation,0.264693737,0.8926646118,0.8252532657,0.124117434,,0.86437917
ACTA2,Focal glomerulosclerosis,0.331181705,0.8955923159,0.787188148,0.1649915576,,0.84272206
ACTA2,Ischemia,0.1319158971,0.894330674,0.863863668,0.1147672012,0.04952694476,0.852925
ACTA2,Kidney Diseases,0.2291132957,0.8725835807,0.8649920245,0.09844759107,,0.8717837
ACTA2,Liver Cirrhosis,0.2216303051,0.9010153542,0.7867004101,0.08873996884,,0.87444323
ACTA2,Liver diseases,0.1051829159,0.8754113248,0.8555538484,0.03880585358,,0.85210633
ACTA2,Moyamoya Disease,0.188270092,0.9068122432,0.8230329755,0.2195516676,,0.83112
ACTA2,Myocardial Infarction,0.171108216,0.8883879123,0.7881273067,0.1334815323,,0.8505662
ACTA2,Nephrosclerosis,0.4009067714,0.8995263114,0.8206415129,0.1384296715,0.4525276721,0.85951716
ACTA2,Pulmonary Fibrosis,0.338270247,0.8817019294,0.8427106229,0.1377395093,,0.82539797
ACTA2,Systemic Scleroderma,0.2373075038,0.9001082344,0.8083555828,0.1739697307,,0.8534756
ACTA2,Ureteral obstruction,0.176519081,0.9156328326,0.8374528958,0.112978965,,0.87567914
ACTA2,Liver Dysfunction,0.08872190118,0.9147032416,0.8299210508,0.06836540997,,0.8625071
ACTA2,Chronic Persistent Hepatitis,0.2641054094,0.9031260425,0.7962696768,0.0612783581,,0.849793
ACTA2,Endometrioma,0.235607028,0.9016721319,0.8491277601,0.1011385545,0.2747753859,0.89992934
ACTA2,Chronic active hepatitis,0.2749924064,0.9109052202,0.8024814738,0.03583504632,,0.8648298
ACTA2,Breast Carcinoma,0.3350194693,0.886944668,0.8360355322,0.05927871913,,0.8633229
ACTA2,Mammary Neoplasms,0.1746835411,0.8993296826,0.8076065965,0.06122651696,,0.8525449
ACTA2,Nephrogenic Fibrosing Dermopathy,0.2913841009,0.88490165,0.80472251,0.1590205431,,0.84304106
ACTB,Anoxemia,0.07067975402,0.8762672779,0.8191207935,0.1048021764,0.2603273392,0.88794523
ACTB,Anoxia,-0.004661526531,0.8801378621,0.8095551623,0.1215801314,0.09785898775,0.8890899
ACTB,Bipolar Disorder,0.08646994829,0.8832325778,0.7670142602,0.1260717809,,0.8568681
ACTB,Carcinoma,0.06428294629,0.8697585804,0.8214828211,0.088156268,0.14298895,0.89987975
ACTB,Dystonia,-0.006019249558,0.86205423,0.7841700494,0.1307878047,0.06431565434,0.88169134
ACTB,Esophageal Neoplasms,0.09791523963,0.8122786644,0.7436964238,0.07882443815,,0.81788003
ACTB,Sensorineural Hearing Loss (disorder),-0.1244323179,0.8399368123,0.7969588781,0.1240905672,,0.84486943
ACTB,Lung Neoplasms,0.144074291,0.8443923806,0.7618294294,0.06104012951,,0.8440689
ACTB,Schizophrenia,0.09024193883,0.8834650497,0.8181719404,0.05562444776,0.09999258816,0.8727449
ACTB,Osteoarthrosis Deformans,-0.1164218858,0.8089281123,0.7598541803,0.0408918485,,0.84460205
ACTB,Myocardial Ischemia,-0.03473000228,0.8281413933,0.7426105708,0.06606212258,,0.8392677
ACTB,Anaplastic carcinoma,0.2323964238,0.8330120173,0.7812138496,0.1091030836,,0.85018
ACTB,Undifferentiated carcinoma,0.1512368917,0.8213303909,0.7477502775,0.1200562641,,0.87121296
ACTB,Carcinomatosis,0.01228433661,0.8524619613,0.8259478404,0.07801819593,0.3334316611,0.88910365
ACTB,Hypoxia,0.06978580356,0.8808579365,0.7720536407,0.1522263736,0.1453458667,0.85627466
ACTB,Craniofacial Abnormalities,0.1370922029,0.8227845426,0.7430473241,0.1468495131,,0.8459371
ACTB,Hypoxemia,-0.1642077863,0.881248862,0.7812327965,0.07070380449,-0.1791070253,0.8594161
